# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ksr	FBgn0015402	FBtr0344274	protein_coding	0	5	2	59	2	0	3	30	0	0	2	0	0	0	0	0	0	0	0	5	24
kst	FBgn0004167	FBtr0073070	protein_coding	0	177	15	566	6	1	5	117	0	331	15	0	0	0	3	0	0	0	0	174	109
kst	FBgn0004167	FBtr0073071	protein_coding	0	179	15	564	6	1	5	117	0	329	15	0	0	0	3	0	0	0	0	176	109
kst	FBgn0004167	FBtr0073072	protein_coding	0	180	15	563	6	1	5	117	0	328	15	0	0	0	3	0	0	0	0	177	109
kst	FBgn0004167	FBtr0300017	protein_coding	0	180	16	331	6	0	5	117	0	121	16	0	0	0	2	0	0	0	0	179	83
kst	FBgn0004167	FBtr0303857	protein_coding	0	176	15	567	6	0	2	117	0	335	15	0	0	0	3	0	0	0	0	174	109
kst	FBgn0004167	FBtr0332056	protein_coding	0	180	15	332	6	0	5	117	0	122	15	0	0	0	2	0	0	0	0	179	83
kst	FBgn0004167	FBtr0332057	protein_coding	0	179	15	564	6	0	2	117	0	332	15	0	0	0	3	0	0	0	0	177	109
kto	FBgn0001324	FBtr0074884	protein_coding	0	30	6	65	0	0	1	36	0	3	6	0	0	0	2	0	0	0	0	28	27
kto	FBgn0001324	FBtr0304716	protein_coding	0	5	2	57	0	0	0	36	0	0	2	0	0	0	0	0	0	0	0	5	21
ktub	FBgn0015721	FBtr0089600	protein_coding	0	46	6	1069	19	4	41	125	0	640	6	0	0	0	3	0	0	0	0	39	247
ktub	FBgn0015721	FBtr0342842	protein_coding	0	45	8	1068	19	4	41	125	0	638	8	0	0	0	2	0	0	0	0	39	247
kug	FBgn0261574	FBtr0332721	protein_coding	0	19	22	84	0	0	0	30	0	25	22	0	0	0	0	0	0	0	0	19	29
kug	FBgn0261574	FBtr0332722	protein_coding	0	19	22	84	0	0	0	30	0	25	22	0	0	0	0	0	0	0	0	19	29
kug	FBgn0261574	FBtr0346077	protein_coding	0	20	22	92	0	1	3	30	0	28	22	0	0	0	0	0	0	0	0	19	31
kuk	FBgn0038476	FBtr0083397	protein_coding	0	17	13	159	6	1	3	55	0	40	13	0	0	0	0	0	0	0	0	16	55
kuk	FBgn0038476	FBtr0083398	protein_coding	0	17	13	136	6	1	5	55	0	1	13	0	0	0	0	0	0	0	0	16	69
kuk	FBgn0038476	FBtr0305987	protein_coding	0	18	13	144	6	2	3	55	0	8	13	0	0	0	0	0	0	0	0	16	72
kune	FBgn0033032	FBtr0086037	protein_coding	0	2	0	84	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	2	51
kuz	FBgn0259984	FBtr0080509	protein_coding	0	37	5	1847	6	0	3	173	0	1602	5	0	0	0	4	0	0	0	0	34	66
kuz	FBgn0259984	FBtr0080510	protein_coding	0	37	5	1893	20	0	2	205	0	1603	5	0	0	0	4	0	0	0	0	34	66
kuz	FBgn0259984	FBtr0100660	protein_coding	0	36	4	1895	17	0	2	205	0	1608	4	0	0	0	4	0	0	0	0	33	66
kuz	FBgn0259984	FBtr0301412	protein_coding	0	37	5	1847	3	0	2	173	0	1606	5	0	0	0	4	0	0	0	0	34	66
kuz	FBgn0259984	FBtr0342903	protein_coding	0	37	6	1795	5	0	3	136	0	1588	6	0	0	0	4	0	0	0	0	34	66
kz	FBgn0001330	FBtr0070419	protein_coding	0	24	7	71	2	0	0	26	0	2	7	0	0	0	0	0	0	0	0	24	41
kz	FBgn0001330	FBtr0342769	protein_coding	0	24	7	67	1	0	0	23	0	2	7	0	0	0	0	0	0	0	0	24	41
l(1)10Bb	FBgn0001491	FBtr0073460	protein_coding	0	5	0	122	2	0	0	65	0	0	0	0	0	0	0	0	0	0	0	5	55
l(1)1Bi	FBgn0001341	FBtr0070119	protein_coding	0	10	5	37	0	0	0	14	0	1	5	0	0	0	0	0	0	0	0	10	22
l(1)G0004	FBgn0027334	FBtr0077298	protein_coding	0	7	1	153	0	0	1	50	0	0	1	0	0	0	0	0	0	0	0	7	102
l(1)G0007	FBgn0026713	FBtr0073900	protein_coding	0	43	1	446	1	0	2	79	0	267	1	0	0	0	0	0	0	0	0	43	97
l(1)G0007	FBgn0026713	FBtr0073901	protein_coding	0	18	0	302	1	0	1	79	0	158	0	0	0	0	0	0	0	0	0	18	63
l(1)G0020	FBgn0027330	FBtr0071280	protein_coding	0	55	1	226	0	0	3	126	0	10	1	0	0	0	4	0	0	0	0	51	91
l(1)G0020	FBgn0027330	FBtr0344164	protein_coding	0	53	1	228	2	0	3	126	0	10	1	0	0	0	4	0	0	0	0	49	91
l(1)G0045	FBgn0026702	FBtr0070782	protein_coding	0	47	14	114	2	0	2	31	0	9	14	0	0	0	0	0	0	0	0	47	70
l(1)G0136	FBgn0026666	FBtr0074084	protein_coding	0	2	0	105	2	0	0	57	0	12	0	0	0	0	2	0	0	0	0	0	36
l(1)G0136	FBgn0026666	FBtr0332613	protein_coding	0	2	0	105	2	0	0	57	0	12	0	0	0	0	2	0	0	0	0	0	36
l(1)G0148	FBgn0028360	FBtr0070950	protein_coding	0	16	6	152	0	0	5	52	0	29	6	0	0	0	1	0	0	0	0	15	67
l(1)G0148	FBgn0028360	FBtr0343377	protein_coding	0	16	6	152	0	0	2	52	0	29	6	0	0	0	1	0	0	0	0	15	70
l(1)G0156	FBgn0027291	FBtr0074780	protein_coding	0	14	1	123	2	0	0	63	0	24	1	0	0	0	5	0	0	0	0	9	39
l(1)G0156	FBgn0027291	FBtr0307904	protein_coding	0	14	1	134	4	0	0	72	0	24	1	0	0	0	5	0	0	0	0	9	39
l(1)G0156	FBgn0027291	FBtr0336668	protein_coding	0	14	2	122	2	0	0	63	0	23	2	0	0	0	5	0	0	0	0	9	39
l(1)G0193	FBgn0027280	FBtr0071129	protein_coding	0	8	1	30	0	0	1	9	0	13	1	0	0	0	2	0	0	0	0	6	9
l(1)G0193	FBgn0027280	FBtr0071130	protein_coding	0	10	2	22	0	1	2	9	0	6	2	0	0	0	2	0	0	0	0	7	7
l(1)G0196	FBgn0027279	FBtr0299522	protein_coding	0	40	0	303	3	1	3	75	0	179	0	0	0	0	4	0	0	0	0	36	46
l(1)G0196	FBgn0027279	FBtr0299523	protein_coding	0	43	1	255	2	3	7	73	0	99	1	0	0	0	4	0	0	0	0	36	77
l(1)G0196	FBgn0027279	FBtr0299524	protein_coding	0	54	7	301	2	1	3	43	0	210	7	0	0	0	4	0	0	0	0	50	46
l(1)G0196	FBgn0027279	FBtr0299525	protein_coding	0	41	0	302	3	1	3	75	0	178	0	0	0	0	4	0	0	0	0	37	46
l(1)G0196	FBgn0027279	FBtr0299526	protein_coding	0	57	14	272	3	1	3	75	0	148	14	0	0	0	4	0	0	0	0	53	46
l(1)G0196	FBgn0027279	FBtr0343579	protein_coding	0	43	1	255	2	3	7	73	0	99	1	0	0	0	4	0	0	0	0	36	77
l(1)G0196	FBgn0027279	FBtr0343580	protein_coding	0	43	1	255	2	3	7	73	0	99	1	0	0	0	4	0	0	0	0	36	77
l(1)G0196	FBgn0027279	FBtr0343581	protein_coding	0	39	0	225	3	1	3	61	0	116	0	0	0	0	4	0	0	0	0	34	46
l(1)G0196	FBgn0027279	FBtr0343582	protein_coding	0	54	7	310	9	1	3	45	0	210	7	0	0	0	4	0	0	0	0	50	46
l(1)G0196	FBgn0027279	FBtr0343583	protein_coding	0	55	13	275	3	1	3	75	0	151	13	0	0	0	4	0	0	0	0	51	46
l(1)G0222	FBgn0028343	FBtr0301413	protein_coding	0	5	1	98	1	0	0	46	0	11	1	0	0	0	1	0	0	0	0	4	40
l(1)G0222	FBgn0028343	FBtr0301414	protein_coding	0	5	1	95	1	0	1	46	0	9	1	0	0	0	1	0	0	0	0	4	38
l(1)G0222	FBgn0028343	FBtr0301415	protein_coding	0	5	1	72	1	0	0	46	0	2	1	0	0	0	1	0	0	0	0	4	23
l(1)G0222	FBgn0028343	FBtr0340625	protein_coding	0	5	1	98	1	0	0	46	0	11	1	0	0	0	1	0	0	0	0	4	40
l(1)G0230	FBgn0028342	FBtr0071438	protein_coding	0	5	0	114	0	1	2	60	0	13	0	0	0	0	1	0	0	0	0	3	40
l(1)G0230	FBgn0028342	FBtr0332896	protein_coding	0	5	0	116	1	1	2	61	0	13	0	0	0	0	1	0	0	0	0	3	40
l(1)G0230	FBgn0028342	FBtr0343981	protein_coding	0	5	0	146	29	1	2	63	0	13	0	0	0	0	1	0	0	0	0	3	40
l(1)G0232	FBgn0028341	FBtr0071404	protein_coding	0	25	2	479	1	1	3	23	0	378	2	0	0	0	2	0	0	0	0	22	76
l(1)G0232	FBgn0028341	FBtr0071405	protein_coding	0	25	2	367	1	0	1	23	0	250	2	0	0	0	2	0	0	0	0	23	94
l(1)G0232	FBgn0028341	FBtr0071406	protein_coding	0	24	2	277	1	0	2	23	0	196	2	0	0	0	2	0	0	0	0	22	57
l(1)G0232	FBgn0028341	FBtr0071407	protein_coding	0	20	2	243	20	0	3	26	0	127	2	0	0	0	2	0	0	0	0	18	69
l(1)G0232	FBgn0028341	FBtr0100192	protein_coding	0	20	2	198	1	0	3	23	0	114	2	0	0	0	2	0	0	0	0	18	59
l(1)G0232	FBgn0028341	FBtr0100193	protein_coding	0	25	2	503	20	3	6	26	0	377	2	0	0	0	2	0	0	0	0	20	76
l(1)G0232	FBgn0028341	FBtr0303558	protein_coding	0	27	2	375	20	2	9	26	0	236	2	0	0	0	3	0	0	0	0	22	87
l(1)G0232	FBgn0028341	FBtr0303559	protein_coding	0	20	2	198	1	0	3	23	0	114	2	0	0	0	2	0	0	0	0	18	59
l(1)G0232	FBgn0028341	FBtr0333427	protein_coding	0	20	2	221	1	0	2	23	0	128	2	0	0	0	2	0	0	0	0	18	69
l(1)G0255	FBgn0028336	FBtr0070953	protein_coding	0	17	0	117	2	0	0	43	0	29	0	0	0	0	3	0	0	0	0	14	46
l(1)G0255	FBgn0028336	FBtr0070954	protein_coding	0	17	0	105	2	0	0	43	0	18	0	0	0	0	3	0	0	0	0	14	45
l(1)G0289	FBgn0028331	FBtr0071470	protein_coding	0	13	7	155	3	1	1	1	0	72	7	0	0	0	3	0	0	0	0	9	81
l(1)G0289	FBgn0028331	FBtr0347008	protein_coding	0	13	7	155	3	1	1	1	0	72	7	0	0	0	3	0	0	0	0	9	81
l(1)G0289	FBgn0028331	FBtr0347009	protein_coding	0	13	7	182	5	1	1	26	0	72	7	0	0	0	3	0	0	0	0	9	81
l(1)G0320	FBgn0028327	FBtr0071372	protein_coding	0	6	1	216	0	0	2	98	0	27	1	0	0	0	0	0	0	0	0	6	89
l(1)G0320	FBgn0028327	FBtr0343412	protein_coding	0	6	1	224	1	0	1	108	0	27	1	0	0	0	0	0	0	0	0	6	87
l(1)G0334	FBgn0028325	FBtr0070708	protein_coding	0	16	2	76	0	0	1	38	0	9	2	0	0	0	1	0	0	0	0	15	29
l(1)G0334	FBgn0028325	FBtr0070709	protein_coding	0	16	2	77	0	0	1	38	0	10	2	0	0	0	1	0	0	0	0	15	29
l(1)G0334	FBgn0028325	FBtr0070710	protein_coding	0	14	2	79	0	1	5	38	0	8	2	0	0	0	1	0	0	0	0	12	29
l(1)G0334	FBgn0028325	FBtr0070711	protein_coding	0	16	2	79	3	0	1	38	0	9	2	0	0	0	1	0	0	0	0	15	29
l(1)G0469	FBgn0040153	FBtr0073927	protein_coding	0	10	1	177	3	0	3	63	0	47	1	0	0	0	1	0	0	0	0	9	62
l(1)G0469	FBgn0040153	FBtr0333428	protein_coding	0	10	1	213	7	0	3	84	0	58	1	0	0	0	1	0	0	0	0	9	62
l(1)G0469	FBgn0040153	FBtr0333429	protein_coding	0	10	1	213	18	0	3	84	0	47	1	0	0	0	1	0	0	0	0	9	62
l(1)sc	FBgn0002561	FBtr0070074	protein_coding	0	1	0	10	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	3
l(2)01289	FBgn0010482	FBtr0086136	protein_coding	0	10	5	160	16	1	2	31	0	65	5	0	0	0	0	0	0	0	0	9	46
l(2)01289	FBgn0010482	FBtr0086137	protein_coding	0	18	5	207	0	1	2	52	0	109	5	0	0	0	2	0	0	0	0	15	46
l(2)01289	FBgn0010482	FBtr0301420	protein_coding	0	10	6	159	16	1	2	31	0	64	6	0	0	0	0	0	0	0	0	9	46
l(2)01289	FBgn0010482	FBtr0301421	protein_coding	0	9	1	220	0	1	2	52	0	121	1	0	0	0	1	0	0	0	0	7	46
l(2)01289	FBgn0010482	FBtr0301423	protein_coding	0	19	5	206	0	1	2	52	0	108	5	0	0	0	2	0	0	0	0	16	46
l(2)01289	FBgn0010482	FBtr0301424	protein_coding	0	15	5	210	0	1	2	52	0	111	5	0	0	0	1	0	0	0	0	13	46
l(2)01289	FBgn0010482	FBtr0308840	protein_coding	0	18	6	206	0	1	2	52	0	108	6	0	0	0	2	0	0	0	0	15	46
l(2)01289	FBgn0010482	FBtr0308841	protein_coding	0	10	5	160	16	1	2	31	0	65	5	0	0	0	0	0	0	0	0	9	46
l(2)01289	FBgn0010482	FBtr0308842	protein_coding	0	10	6	159	16	1	2	31	0	64	6	0	0	0	0	0	0	0	0	9	46
l(2)03659	FBgn0010549	FBtr0302504	protein_coding	0	55	38	192	2	0	10	112	0	17	38	0	0	0	3	0	0	0	0	53	53
l(2)03659	FBgn0010549	FBtr0332999	protein_coding	0	56	39	190	2	0	6	112	0	20	39	0	0	0	4	0	0	0	0	53	53
l(2)05714	FBgn0010607	FBtr0079050	protein_coding	0	4	2	155	0	0	1	62	0	9	2	0	0	0	0	0	0	0	0	4	83
l(2)05714	FBgn0010607	FBtr0079051	protein_coding	0	4	3	154	0	0	1	62	0	8	3	0	0	0	0	0	0	0	0	4	83
l(2)05714	FBgn0010607	FBtr0331229	protein_coding	0	4	2	203	0	0	1	62	0	51	2	0	0	0	0	0	0	0	0	4	89
l(2)06225	FBgn0010612	FBtr0080167	protein_coding	0	6	0	219	2	0	2	133	0	4	0	0	0	0	0	0	0	0	0	6	78
l(2)06225	FBgn0010612	FBtr0110872	protein_coding	0	6	0	219	2	0	2	133	0	6	0	0	0	0	0	0	0	0	0	6	76
l(2)06225	FBgn0010612	FBtr0305994	protein_coding	0	6	0	222	15	0	2	123	0	6	0	0	0	0	0	0	0	0	0	6	76
l(2)06496	FBgn0010622	FBtr0071985	protein_coding	0	17	2	290	12	0	0	132	0	0	2	0	0	0	1	0	0	0	0	16	146
l(2)06496	FBgn0010622	FBtr0336732	protein_coding	0	19	2	289	10	0	0	132	0	2	2	0	0	0	3	0	0	0	0	16	146
l(2)08717	FBgn0010651	FBtr0086634	protein_coding	1	44	6	373	2	0	23	135	0	78	6	0	0	1	7	0	0	0	0	37	142
l(2)08717	FBgn0010651	FBtr0086635	protein_coding	0	41	6	338	2	0	6	135	0	66	6	0	0	0	4	0	0	0	0	37	133
l(2)08717	FBgn0010651	FBtr0345426	protein_coding	0	41	6	348	10	0	6	137	0	66	6	0	0	0	4	0	0	0	0	37	133
l(2)09851	FBgn0022288	FBtr0086043	protein_coding	0	6	0	91	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	6	55
l(2)09851	FBgn0022288	FBtr0335269	protein_coding	0	6	0	91	8	0	0	28	0	0	0	0	0	0	0	0	0	0	0	6	55
l(2)34Fc	FBgn0261534	FBtr0080640	protein_coding	0	5	2	401	1	0	0	154	0	44	2	0	0	0	0	0	0	0	0	5	202
l(2)34Fc	FBgn0261534	FBtr0343680	protein_coding	0	5	2	403	8	0	0	149	0	44	2	0	0	0	0	0	0	0	0	5	202
l(2)34Fd	FBgn0261535	FBtr0080639	protein_coding	0	70	9	347	8	0	0	166	0	20	9	0	0	0	6	0	0	0	0	64	159
l(2)35Bc	FBgn0261882	FBtr0080727	protein_coding	0	5	8	198	7	0	4	94	0	5	8	0	0	0	0	0	0	0	0	5	88
l(2)35Bc	FBgn0261882	FBtr0303561	protein_coding	1	5	8	198	7	0	2	94	0	10	8	0	0	1	0	0	0	0	0	5	86
l(2)35Bd	FBgn0001974	FBtr0080696	protein_coding	0	7	4	214	4	1	1	101	0	2	4	0	0	0	0	0	0	0	0	6	106
l(2)35Be	FBgn0261881	FBtr0080728	protein_coding	0	14	1	182	1	2	4	105	0	1	1	0	0	0	0	0	0	0	0	12	71
l(2)35Cc	FBgn0259982	FBtr0080708	protein_coding	0	10	4	190	5	0	1	94	0	2	4	0	0	0	1	0	0	0	0	9	89
l(2)35Cc	FBgn0259982	FBtr0310430	protein_coding	0	10	4	185	0	0	1	94	0	2	4	0	0	0	1	0	0	0	0	9	89
l(2)35Df	FBgn0001986	FBtr0080760	protein_coding	0	65	6	287	12	0	2	124	0	1	6	0	0	0	0	0	0	0	0	65	148
l(2)35Di	FBgn0001989	FBtr0080771	protein_coding	0	7	0	265	0	0	2	91	0	37	0	0	0	0	0	0	0	0	0	7	135
l(2)35Di	FBgn0001989	FBtr0343722	protein_coding	0	7	0	267	7	0	2	86	0	37	0	0	0	0	0	0	0	0	0	7	135
l(2)37Bb	FBgn0002021	FBtr0081177	protein_coding	0	9	7	88	0	0	0	44	0	0	7	0	0	0	0	0	0	0	0	9	44
l(2)37Cb	FBgn0086444	FBtr0081163	protein_coding	0	26	4	192	0	0	1	109	0	4	4	0	0	0	0	0	0	0	0	26	78
l(2)37Cc	FBgn0002031	FBtr0081164	protein_coding	0	13	1	189	3	0	4	97	0	20	1	0	0	0	2	0	0	0	0	11	67
l(2)37Cc	FBgn0002031	FBtr0081165	protein_coding	0	12	1	187	3	0	2	97	0	13	1	0	0	0	1	0	0	0	0	11	73
l(2)37Cc	FBgn0002031	FBtr0346428	protein_coding	0	13	1	193	23	0	4	81	0	20	1	0	0	0	2	0	0	0	0	11	67
l(2)37Cd	FBgn0086445	FBtr0081156	protein_coding	0	15	1	157	19	0	0	49	0	7	1	0	0	0	0	0	0	0	0	15	82
l(2)37Ce	FBgn0086446	FBtr0081157	protein_coding	0	3	3	129	0	0	1	52	0	2	3	0	0	0	0	0	0	0	0	3	74
l(2)37Cg	FBgn0086447	FBtr0081161	protein_coding	0	1	0	134	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	1	67
l(2)37Cg	FBgn0086447	FBtr0332577	protein_coding	0	1	0	160	0	0	1	67	0	14	0	0	0	0	0	0	0	0	0	1	78
l(2)37Cg	FBgn0086447	FBtr0336628	protein_coding	0	1	0	160	0	0	1	67	0	14	0	0	0	0	0	0	0	0	0	1	78
l(2)41Ab	FBgn0262123	FBtr0114029	protein_coding	0	2	3	49	1	0	0	3	0	42	3	0	0	0	0	0	0	0	0	2	3
l(2)41Ab	FBgn0262123	FBtr0114030	protein_coding	0	2	3	55	1	0	0	3	0	45	3	0	0	0	0	0	0	0	0	2	6
l(2)SH0834	FBgn0267365	FBtr0080062	protein_coding	0	6	4	267	13	0	0	116	0	1	4	0	0	0	0	0	0	0	0	6	137
l(2)dtl	FBgn0013548	FBtr0072085	protein_coding	0	40	2	251	1	0	6	150	0	4	2	0	0	0	0	0	0	0	0	40	90
l(2)efl	FBgn0011296	FBtr0072100	protein_coding	0	17	1	340	3	0	1	169	0	13	1	0	0	0	7	0	0	0	0	10	161
l(2)efl	FBgn0011296	FBtr0336685	protein_coding	0	18	1	339	3	0	1	169	0	13	1	0	0	0	8	0	0	0	0	10	161
l(2)gd1	FBgn0261983	FBtr0080197	protein_coding	0	24	14	195	1	0	2	123	0	10	14	0	0	0	2	0	0	0	0	23	59
l(2)gd1	FBgn0261983	FBtr0306138	protein_coding	0	24	14	195	1	0	2	123	0	10	14	0	0	0	2	0	0	0	0	23	59
l(2)gl	FBgn0002121	FBtr0078166	protein_coding	0	5	3	93	7	1	4	27	0	39	3	0	0	0	1	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0078167	protein_coding	0	4	3	93	7	1	4	27	0	39	3	0	0	0	0	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0078168	protein_coding	0	4	3	93	7	1	4	27	0	39	3	0	0	0	0	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0078169	protein_coding	0	4	3	93	7	1	4	27	0	39	3	0	0	0	0	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0078170	protein_coding	0	3	4	83	7	0	3	27	0	19	4	0	0	0	0	0	0	0	0	3	27
l(2)gl	FBgn0002121	FBtr0078171	protein_coding	0	3	4	83	7	0	4	27	0	18	4	0	0	0	0	0	0	0	0	3	27
l(2)gl	FBgn0002121	FBtr0306589	protein_coding	0	5	4	92	7	1	4	27	0	38	4	0	0	0	1	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0306590	protein_coding	0	5	4	92	7	1	3	27	0	39	4	0	0	0	1	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0306591	protein_coding	0	4	4	92	7	1	4	27	0	38	4	0	0	0	0	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0306592	protein_coding	0	4	4	92	7	1	5	27	0	37	4	0	0	0	0	0	0	0	0	3	16
l(2)gl	FBgn0002121	FBtr0330655	protein_coding	0	4	4	92	7	1	4	27	0	38	4	0	0	0	0	0	0	0	0	3	16
l(2)k01209	FBgn0022029	FBtr0086912	protein_coding	0	11	1	177	0	0	0	49	0	50	1	0	0	0	2	0	0	0	0	9	80
l(2)k01209	FBgn0022029	FBtr0086913	protein_coding	0	14	3	176	0	4	14	49	0	35	3	0	0	0	2	0	0	0	0	8	80
l(2)k01209	FBgn0022029	FBtr0086914	protein_coding	0	12	3	176	0	2	4	49	0	45	3	0	0	0	2	0	0	0	0	8	80
l(2)k01209	FBgn0022029	FBtr0086915	protein_coding	0	12	3	165	0	2	4	49	0	35	3	0	0	0	2	0	0	0	0	8	79
l(2)k05819	FBgn0022153	FBtr0077432	protein_coding	0	116	29	283	13	0	4	129	0	28	29	0	0	0	5	0	0	0	0	112	113
l(2)k05819	FBgn0022153	FBtr0305968	protein_coding	0	115	29	284	13	0	4	129	0	29	29	0	0	0	5	0	0	0	0	111	113
l(2)k05819	FBgn0022153	FBtr0331447	protein_coding	0	115	29	290	24	0	4	124	0	29	29	0	0	0	5	0	0	0	0	111	113
l(2)k09022	FBgn0086451	FBtr0079343	protein_coding	0	154	52	332	2	0	1	136	0	14	52	0	0	0	2	0	0	0	0	152	181
l(2)k09913	FBgn0021979	FBtr0071958	protein_coding	0	12	3	307	7	0	3	102	0	58	3	0	0	0	2	0	0	0	0	10	139
l(2)k09913	FBgn0021979	FBtr0071959	protein_coding	0	11	3	308	7	0	11	102	0	49	3	0	0	0	1	0	0	0	0	10	140
l(2)k09913	FBgn0021979	FBtr0071960	protein_coding	0	12	3	308	7	1	12	102	0	48	3	0	0	0	1	0	0	0	0	10	140
l(2)k09913	FBgn0021979	FBtr0071961	protein_coding	0	10	3	243	7	0	0	102	0	23	3	0	0	0	0	0	0	0	0	10	111
l(2)k09913	FBgn0021979	FBtr0343188	protein_coding	0	11	3	302	7	0	0	102	0	48	3	0	0	0	1	0	0	0	0	10	146
l(2)k09913	FBgn0021979	FBtr0343189	protein_coding	0	12	3	307	7	0	3	102	0	58	3	0	0	0	2	0	0	0	0	10	139
l(2)k09913	FBgn0021979	FBtr0343190	protein_coding	0	9	2	311	7	0	3	102	0	60	2	0	0	0	0	0	0	0	0	9	139
l(2)k09913	FBgn0021979	FBtr0343191	protein_coding	0	9	2	224	7	0	2	102	0	11	2	0	0	0	0	0	0	0	0	9	102
l(2)k09913	FBgn0021979	FBtr0343192	protein_coding	0	9	2	213	7	0	2	102	0	3	2	0	0	0	0	0	0	0	0	9	99
l(2)k10201	FBgn0016970	FBtr0088505	protein_coding	0	11	10	228	2	0	0	100	0	0	10	0	0	0	0	0	0	0	0	11	126
l(2)k12914	FBgn0263852	FBtr0079719	protein_coding	0	6	0	216	1	0	3	81	0	0	0	0	0	0	0	0	0	0	0	6	131
l(2)k14505	FBgn0021856	FBtr0081482	protein_coding	0	5	3	31	0	1	1	13	0	1	3	0	0	0	1	0	0	0	0	3	17
l(2)k14505	FBgn0021856	FBtr0330677	protein_coding	0	5	3	35	2	1	1	15	0	1	3	0	0	0	1	0	0	0	0	3	17
l(2)k14710	FBgn0021847	FBtr0086000	protein_coding	0	13	5	124	4	0	2	61	0	15	5	0	0	0	1	0	0	0	0	12	42
l(2)k14710	FBgn0021847	FBtr0305967	protein_coding	0	13	5	124	4	0	2	61	0	15	5	0	0	0	1	0	0	0	0	12	42
l(2)not	FBgn0011297	FBtr0072095	protein_coding	0	41	10	288	4	0	1	90	0	73	10	0	0	0	0	0	0	0	0	41	120
l(2)tid	FBgn0002174	FBtr0089503	protein_coding	0	23	9	271	5	0	0	136	0	4	9	0	0	0	0	0	0	0	0	23	126
l(2)tid	FBgn0002174	FBtr0089504	protein_coding	0	24	11	268	2	0	0	136	0	4	11	0	0	0	0	0	0	0	0	24	126
l(2)tid	FBgn0002174	FBtr0089505	protein_coding	0	25	10	271	2	0	4	136	0	4	10	0	0	0	0	0	0	0	0	25	125
l(2)tid	FBgn0002174	FBtr0306253	protein_coding	0	24	11	268	2	0	0	136	0	4	11	0	0	0	0	0	0	0	0	24	126
l(2)tid	FBgn0002174	FBtr0344995	protein_coding	0	23	9	254	1	0	0	127	0	0	9	0	0	0	0	0	0	0	0	23	126
l(3)01239	FBgn0010741	FBtr0076238	protein_coding	0	2	0	359	5	0	1	181	0	4	0	0	0	0	0	0	0	0	1	1	168
l(3)01239	FBgn0010741	FBtr0332708	protein_coding	0	2	0	364	7	0	1	184	0	4	0	0	0	0	0	0	0	0	1	1	168
l(3)02640	FBgn0010786	FBtr0072679	protein_coding	0	35	15	364	5	1	8	112	0	52	15	0	0	0	0	0	0	0	0	34	187
l(3)03670	FBgn0010808	FBtr0085745	protein_coding	0	6	8	264	9	1	3	171	0	11	8	0	0	0	0	0	0	0	0	5	70
l(3)04053	FBgn0010830	FBtr0078535	protein_coding	1	2	2	35	1	0	1	26	0	0	2	0	0	0	0	0	1	0	0	2	7
l(3)05822	FBgn0010877	FBtr0083595	protein_coding	0	33	11	420	14	2	8	144	0	163	11	0	0	0	0	0	0	0	0	31	91
l(3)05822	FBgn0010877	FBtr0083596	protein_coding	0	31	11	300	14	0	2	144	0	6	11	0	0	0	0	0	0	0	0	31	134
l(3)05822	FBgn0010877	FBtr0334313	protein_coding	0	31	11	313	14	0	2	144	0	31	11	0	0	0	0	0	0	0	0	31	122
l(3)05822	FBgn0010877	FBtr0334314	protein_coding	0	32	11	340	14	0	2	144	0	110	11	0	0	0	1	0	0	0	0	31	71
l(3)07882	FBgn0010926	FBtr0083504	protein_coding	0	33	14	200	15	0	2	102	0	9	14	0	0	0	3	0	0	0	0	31	74
l(3)07882	FBgn0010926	FBtr0347218	protein_coding	0	33	14	227	48	0	2	96	0	9	14	0	0	0	3	0	0	0	0	31	74
l(3)72Ab	FBgn0263599	FBtr0075527	protein_coding	0	63	9	127	3	0	1	70	0	7	9	0	0	0	1	0	0	0	0	62	47
l(3)72Dn	FBgn0263605	FBtr0075484	protein_coding	0	7	13	216	1	0	0	109	0	10	13	0	0	0	0	0	0	0	0	7	96
